Store_ID,Category,week_start,last_date,closing_stock_week,opening_stock_week,any_stockout,prev_closing,delta_stock,replenishment_flag,replenishment_qty,sales_units,approx_receipt
3,Trousers,2025-01-20,2025-01-26,258,472,0,218.0,40.0,1,40.0,20.0,60.0
3,Trousers,2025-01-27,2025-02-02,133,270,0,258.0,-125.0,0,0.0,64.0,64.0
3,Trousers,2025-02-03,2025-02-09,306,247,0,133.0,173.0,1,173.0,71.0,244.0
3,Trousers,2025-02-10,2025-02-16,101,348,0,306.0,-205.0,0,0.0,46.0,46.0
3,Trousers,2025-02-17,2025-02-23,60,440,0,101.0,-41.0,0,0.0,8.0,8.0
3,Trousers,2025-02-24,2025-03-02,325,168,0,60.0,265.0,1,265.0,7.0,272.0
3,Trousers,2025-03-03,2025-03-09,371,353,0,325.0,46.0,1,46.0,0.0,46.0
3,Trousers,2025-03-10,2025-03-16,29,375,0,371.0,-342.0,0,0.0,48.0,48.0
3,Trousers,2025-03-17,2025-03-23,171,485,0,29.0,142.0,1,142.0,79.0,221.0
3,Trousers,2025-03-24,2025-03-30,305,278,0,171.0,134.0,1,134.0,77.0,211.0
3,Trousers,2025-03-31,2025-04-06,277,192,0,305.0,-28.0,0,0.0,0.0,0.0
3,Trousers,2025-04-07,2025-04-13,230,306,0,277.0,-47.0,0,0.0,0.0,0.0
3,Trousers,2025-04-14,2025-04-20,179,403,0,230.0,-51.0,0,0.0,47.0,47.0
3,Trousers,2025-04-21,2025-04-27,313,105,0,179.0,134.0,1,134.0,38.0,172.0
3,Trousers,2025-04-28,2025-05-04,76,368,0,313.0,-237.0,0,0.0,0.0,0.0
3,Trousers,2025-05-05,2025-05-08,360,231,0,76.0,284.0,1,284.0,0.0,284.0
3,Trousers,2025-05-12,2025-05-18,220,336,0,360.0,-140.0,0,0.0,35.0,35.0
3,Trousers,2025-05-19,2025-05-25,50,331,0,220.0,-170.0,0,0.0,36.0,36.0
3,Trousers,2025-05-26,2025-06-01,395,113,0,50.0,345.0,1,345.0,92.0,437.0
3,Trousers,2025-06-02,2025-06-08,391,293,0,395.0,-4.0,0,0.0,37.0,37.0
3,Trousers,2025-06-09,2025-06-15,213,302,0,391.0,-178.0,0,0.0,0.0,0.0
3,Trousers,2025-06-16,2025-06-22,339,249,0,213.0,126.0,1,126.0,89.0,215.0
3,Trousers,2025-06-23,2025-06-29,403,432,0,339.0,64.0,1,64.0,0.0,64.0
3,Trousers,2025-06-30,2025-07-06,410,107,1,403.0,7.0,1,7.0,52.0,59.0
3,Trousers,2025-07-07,2025-07-13,119,436,1,410.0,-291.0,0,0.0,0.0,0.0
3,Trousers,2025-07-14,2025-07-20,145,55,1,119.0,26.0,1,26.0,26.0,52.0
3,Trousers,2025-07-21,2025-07-27,74,129,0,145.0,-71.0,0,0.0,31.0,31.0
3,Trousers,2025-07-28,2025-08-03,402,358,0,74.0,328.0,1,328.0,90.0,418.0
3,Trousers,2025-08-04,2025-08-08,187,382,0,402.0,-215.0,0,0.0,71.0,71.0
3,Trousers,2025-08-11,2025-08-17,257,250,0,187.0,70.0,1,70.0,20.0,90.0
3,Trousers,2025-08-18,2025-08-24,100,341,0,257.0,-157.0,0,0.0,84.0,84.0
3,Trousers,2025-08-25,2025-08-31,319,212,0,100.0,219.0,1,219.0,49.0,268.0
3,Trousers,2025-09-01,2025-09-07,151,280,0,319.0,-168.0,0,0.0,85.0,85.0
3,Trousers,2025-09-08,2025-09-08,54,64,0,151.0,-97.0,0,0.0,0.0,0.0
3,Trousers,2025-09-29,2025-10-05,364,441,0,54.0,310.0,1,310.0,0.0,310.0
3,Trousers,2025-10-06,2025-10-08,215,484,0,364.0,-149.0,0,0.0,51.0,51.0
3,Trousers,2025-10-27,2025-11-02,304,257,0,215.0,89.0,1,89.0,13.0,102.0
3,Trousers,2025-11-03,2025-11-08,220,447,0,304.0,-84.0,0,0.0,0.0,0.0
3,Trousers,2025-12-01,2025-12-07,158,250,0,220.0,-62.0,0,0.0,82.0,82.0
3,Trousers,2025-12-08,2025-12-08,368,390,0,158.0,210.0,1,210.0,0.0,210.0
4,Accessories,2024-01-08,2024-01-12,324,205,0,0.0,324.0,1,324.0,27.0,351.0
4,Accessories,2024-02-05,2024-02-11,216,456,0,324.0,-108.0,0,0.0,45.0,45.0
4,Accessories,2024-02-12,2024-02-12,145,197,0,216.0,-71.0,0,0.0,5.0,5.0
4,Accessories,2024-03-04,2024-03-10,468,487,0,145.0,323.0,1,323.0,0.0,323.0
4,Accessories,2024-03-11,2024-03-12,220,431,0,468.0,-248.0,0,0.0,0.0,0.0
4,Accessories,2024-04-08,2024-04-12,25,322,0,220.0,-195.0,0,0.0,0.0,0.0
4,Accessories,2024-05-06,2024-05-12,419,369,0,25.0,394.0,1,394.0,66.0,460.0
4,Accessories,2024-06-03,2024-06-09,62,132,0,419.0,-357.0,0,0.0,0.0,0.0
4,Accessories,2024-06-10,2024-06-12,476,181,0,62.0,414.0,1,414.0,0.0,414.0
4,Accessories,2024-07-08,2024-07-12,393,176,0,476.0,-83.0,0,0.0,45.0,45.0
4,Accessories,2024-08-05,2024-08-11,325,343,0,393.0,-68.0,0,0.0,0.0,0.0
4,Accessories,2024-08-12,2024-08-12,282,330,0,325.0,-43.0,0,0.0,0.0,0.0
4,Accessories,2024-09-09,2024-09-15,3,444,1,282.0,-279.0,0,0.0,46.0,46.0
4,Accessories,2024-09-16,2024-09-22,122,386,0,3.0,119.0,1,119.0,22.0,141.0
4,Accessories,2024-09-23,2024-09-29,15,451,0,122.0,-107.0,0,0.0,16.0,16.0
4,Accessories,2024-09-30,2024-09-30,173,209,0,15.0,158.0,1,158.0,0.0,158.0
4,Accessories,2024-10-07,2024-10-13,258,437,0,173.0,85.0,1,85.0,35.0,120.0
4,Accessories,2024-10-14,2024-10-20,146,171,0,258.0,-112.0,0,0.0,26.0,26.0
4,Accessories,2024-10-21,2024-10-27,329,483,0,146.0,183.0,1,183.0,18.0,201.0
4,Accessories,2024-10-28,2024-10-31,311,238,0,329.0,-18.0,0,0.0,35.0,35.0
4,Accessories,2024-11-04,2024-11-10,99,435,0,311.0,-212.0,0,0.0,0.0,0.0
4,Accessories,2024-11-11,2024-11-17,250,174,1,99.0,151.0,1,151.0,0.0,151.0
4,Accessories,2024-11-18,2024-11-24,135,329,0,250.0,-115.0,0,0.0,33.0,33.0
4,Accessories,2024-11-25,2024-11-30,108,173,0,135.0,-27.0,0,0.0,0.0,0.0
4,Accessories,2024-12-09,2024-12-15,82,443,0,108.0,-26.0,0,0.0,100.0,100.0
4,Accessories,2024-12-16,2024-12-22,446,226,0,82.0,364.0,1,364.0,38.0,402.0
4,Accessories,2024-12-23,2024-12-29,325,161,1,446.0,-121.0,0,0.0,39.0,39.0
4,Accessories,2024-12-30,2025-01-05,339,295,0,325.0,14.0,1,14.0,0.0,14.0
4,Accessories,2025-01-06,2025-01-09,93,451,1,339.0,-246.0,0,0.0,0.0,0.0
4,Accessories,2025-01-13,2025-01-19,99,242,0,93.0,6.0,1,6.0,44.0,50.0
4,Accessories,2025-01-20,2025-01-26,374,305,0,99.0,275.0,1,275.0,30.0,305.0
4,Accessories,2025-01-27,2025-02-02,251,380,0,374.0,-123.0,0,0.0,0.0,0.0
4,Accessories,2025-02-03,2025-02-09,65,299,0,251.0,-186.0,0,0.0,23.0,23.0
4,Accessories,2025-02-10,2025-02-16,269,355,0,65.0,204.0,1,204.0,80.0,284.0
4,Accessories,2025-02-17,2025-02-23,415,483,0,269.0,146.0,1,146.0,61.0,207.0
4,Accessories,2025-02-24,2025-03-02,300,72,0,415.0,-115.0,0,0.0,0.0,0.0
4,Accessories,2025-03-03,2025-03-09,310,435,0,300.0,10.0,1,10.0,0.0,10.0
4,Accessories,2025-03-10,2025-03-16,285,414,0,310.0,-25.0,0,0.0,0.0,0.0
4,Accessories,2025-03-17,2025-03-23,283,169,0,285.0,-2.0,0,0.0,105.0,105.0
4,Accessories,2025-03-24,2025-03-30,186,85,0,283.0,-97.0,0,0.0,19.0,19.0
4,Accessories,2025-03-31,2025-04-06,99,360,0,186.0,-87.0,0,0.0,0.0,0.0
4,Accessories,2025-04-07,2025-04-13,256,368,0,99.0,157.0,1,157.0,32.0,189.0
4,Accessories,2025-04-14,2025-04-20,394,280,0,256.0,138.0,1,138.0,77.0,215.0
4,Accessories,2025-04-21,2025-04-27,373,120,0,394.0,-21.0,0,0.0,94.0,94.0
4,Accessories,2025-04-28,2025-05-04,68,80,0,373.0,-305.0,0,0.0,67.0,67.0
4,Accessories,2025-05-05,2025-05-08,2,111,0,68.0,-66.0,0,0.0,36.0,36.0
4,Accessories,2025-05-12,2025-05-18,73,319,0,2.0,71.0,1,71.0,21.0,92.0
4,Accessories,2025-05-19,2025-05-25,253,439,0,73.0,180.0,1,180.0,24.0,204.0
4,Accessories,2025-05-26,2025-06-01,302,50,0,253.0,49.0,1,49.0,0.0,49.0
4,Accessories,2025-06-02,2025-06-08,172,108,0,302.0,-130.0,0,0.0,0.0,0.0
4,Accessories,2025-06-09,2025-06-15,121,122,0,172.0,-51.0,0,0.0,0.0,0.0
4,Accessories,2025-06-16,2025-06-22,228,388,0,121.0,107.0,1,107.0,19.0,126.0
4,Accessories,2025-06-23,2025-06-29,345,426,1,228.0,117.0,1,117.0,0.0,117.0
4,Accessories,2025-06-30,2025-07-06,188,277,0,345.0,-157.0,0,0.0,40.0,40.0
4,Accessories,2025-07-07,2025-07-13,77,223,0,188.0,-111.0,0,0.0,0.0,0.0
4,Accessories,2025-07-14,2025-07-20,0,293,1,77.0,-77.0,0,0.0,83.0,83.0
4,Accessories,2025-07-21,2025-07-27,269,337,0,0.0,269.0,1,269.0,65.0,334.0
4,Accessories,2025-07-28,2025-08-03,411,424,0,269.0,142.0,1,142.0,85.0,227.0
4,Accessories,2025-08-04,2025-08-08,84,271,0,411.0,-327.0,0,0.0,45.0,45.0
4,Accessories,2025-08-11,2025-08-17,310,189,0,84.0,226.0,1,226.0,12.0,238.0
4,Accessories,2025-08-18,2025-08-24,19,253,0,310.0,-291.0,0,0.0,39.0,39.0
4,Accessories,2025-08-25,2025-08-31,216,468,0,19.0,197.0,1,197.0,13.0,210.0
4,Accessories,2025-09-01,2025-09-07,303,283,0,216.0,87.0,1,87.0,77.0,164.0
4,Accessories,2025-09-08,2025-09-08,406,468,0,303.0,103.0,1,103.0,0.0,103.0
4,Accessories,2025-09-29,2025-10-05,444,417,0,406.0,38.0,1,38.0,13.0,51.0
4,Accessories,2025-10-06,2025-10-08,152,427,0,444.0,-292.0,0,0.0,59.0,59.0
4,Accessories,2025-10-27,2025-11-02,439,410,0,152.0,287.0,1,287.0,0.0,287.0
4,Accessories,2025-11-03,2025-11-08,328,149,0,439.0,-111.0,0,0.0,38.0,38.0
4,Accessories,2025-12-01,2025-12-07,385,290,0,328.0,57.0,1,57.0,19.0,76.0
4,Accessories,2025-12-08,2025-12-08,229,255,0,385.0,-156.0,0,0.0,0.0,0.0
4,Dresses,2024-01-08,2024-01-12,85,252,0,0.0,85.0,1,85.0,0.0,85.0
4,Dresses,2024-02-05,2024-02-11,76,421,0,85.0,-9.0,0,0.0,57.0,57.0
4,Dresses,2024-02-12,2024-02-12,411,448,0,76.0,335.0,1,335.0,0.0,335.0
4,Dresses,2024-03-04,2024-03-10,82,123,0,411.0,-329.0,0,0.0,0.0,0.0
4,Dresses,2024-03-11,2024-03-12,75,60,1,82.0,-7.0,0,0.0,0.0,0.0
4,Dresses,2024-04-08,2024-04-12,172,489,0,75.0,97.0,1,97.0,0.0,97.0
4,Dresses,2024-05-06,2024-05-12,22,472,0,172.0,-150.0,0,0.0,29.0,29.0
4,Dresses,2024-06-03,2024-06-09,278,349,0,22.0,256.0,1,256.0,0.0,256.0
4,Dresses,2024-06-10,2024-06-12,338,296,0,278.0,60.0,1,60.0,181.0,241.0
4,Dresses,2024-07-08,2024-07-12,208,86,0,338.0,-130.0,0,0.0,12.0,12.0
4,Dresses,2024-08-05,2024-08-11,441,69,0,208.0,233.0,1,233.0,39.0,272.0
4,Dresses,2024-08-12,2024-08-12,356,397,0,441.0,-85.0,0,0.0,0.0,0.0
4,Dresses,2024-09-09,2024-09-15,229,239,0,356.0,-127.0,0,0.0,41.0,41.0
4,Dresses,2024-09-16,2024-09-22,164,365,0,229.0,-65.0,0,0.0,87.0,87.0
4,Dresses,2024-09-23,2024-09-29,242,218,0,164.0,78.0,1,78.0,87.0,165.0
4,Dresses,2024-09-30,2024-09-30,212,226,0,242.0,-30.0,0,0.0,68.0,68.0
4,Dresses,2024-10-07,2024-10-13,46,493,0,212.0,-166.0,0,0.0,0.0,0.0
4,Dresses,2024-10-14,2024-10-20,291,368,0,46.0,245.0,1,245.0,265.0,510.0
4,Dresses,2024-10-21,2024-10-27,265,236,0,291.0,-26.0,0,0.0,0.0,0.0
4,Dresses,2024-10-28,2024-10-31,234,108,0,265.0,-31.0,0,0.0,67.0,67.0
4,Dresses,2024-11-04,2024-11-10,196,310,0,234.0,-38.0,0,0.0,0.0,0.0
4,Dresses,2024-11-11,2024-11-17,22,135,0,196.0,-174.0,0,0.0,74.0,74.0
4,Dresses,2024-11-18,2024-11-24,286,137,0,22.0,264.0,1,264.0,75.0,339.0
4,Dresses,2024-11-25,2024-11-30,353,142,0,286.0,67.0,1,67.0,147.0,214.0
4,Dresses,2024-12-09,2024-12-15,353,294,0,353.0,0.0,0,0.0,0.0,0.0
4,Dresses,2024-12-16,2024-12-22,247,385,0,353.0,-106.0,0,0.0,133.0,133.0
4,Dresses,2024-12-23,2024-12-29,258,464,0,247.0,11.0,1,11.0,61.0,72.0
4,Dresses,2024-12-30,2025-01-05,112,197,0,258.0,-146.0,0,0.0,57.0,57.0
4,Dresses,2025-01-06,2025-01-09,439,349,0,112.0,327.0,1,327.0,40.0,367.0
4,Dresses,2025-01-13,2025-01-19,312,202,0,439.0,-127.0,0,0.0,85.0,85.0
4,Dresses,2025-01-20,2025-01-26,409,384,0,312.0,97.0,1,97.0,38.0,135.0
4,Dresses,2025-01-27,2025-02-02,31,210,0,409.0,-378.0,0,0.0,48.0,48.0
4,Dresses,2025-02-03,2025-02-09,137,285,0,31.0,106.0,1,106.0,83.0,189.0
4,Dresses,2025-02-10,2025-02-16,440,239,0,137.0,303.0,1,303.0,27.0,330.0
4,Dresses,2025-02-17,2025-02-23,360,167,0,440.0,-80.0,0,0.0,50.0,50.0
4,Dresses,2025-02-24,2025-03-02,297,59,1,360.0,-63.0,0,0.0,30.0,30.0
4,Dresses,2025-03-03,2025-03-09,374,224,1,297.0,77.0,1,77.0,36.0,113.0
4,Dresses,2025-03-10,2025-03-16,46,340,0,374.0,-328.0,0,0.0,13.0,13.0
4,Dresses,2025-03-17,2025-03-23,418,295,0,46.0,372.0,1,372.0,0.0,372.0
4,Dresses,2025-03-24,2025-03-30,15,246,0,418.0,-403.0,0,0.0,140.0,140.0
4,Dresses,2025-03-31,2025-04-06,27,186,0,15.0,12.0,1,12.0,51.0,63.0
4,Dresses,2025-04-07,2025-04-13,156,152,0,27.0,129.0,1,129.0,25.0,154.0
4,Dresses,2025-04-14,2025-04-20,108,444,0,156.0,-48.0,0,0.0,49.0,49.0
4,Dresses,2025-04-21,2025-04-27,42,164,0,108.0,-66.0,0,0.0,0.0,0.0
4,Dresses,2025-04-28,2025-05-04,448,428,0,42.0,406.0,1,406.0,27.0,433.0
4,Dresses,2025-05-05,2025-05-08,398,275,1,448.0,-50.0,0,0.0,0.0,0.0
4,Dresses,2025-05-12,2025-05-18,341,153,0,398.0,-57.0,0,0.0,29.0,29.0
4,Dresses,2025-05-19,2025-05-25,260,193,0,341.0,-81.0,0,0.0,34.0,34.0
4,Dresses,2025-05-26,2025-06-01,458,145,0,260.0,198.0,1,198.0,0.0,198.0
4,Dresses,2025-06-02,2025-06-08,193,389,0,458.0,-265.0,0,0.0,86.0,86.0
4,Dresses,2025-06-09,2025-06-15,288,410,0,193.0,95.0,1,95.0,33.0,128.0
4,Dresses,2025-06-16,2025-06-22,146,363,0,288.0,-142.0,0,0.0,32.0,32.0
4,Dresses,2025-06-23,2025-06-29,412,60,0,146.0,266.0,1,266.0,164.0,430.0
4,Dresses,2025-06-30,2025-07-06,334,260,0,412.0,-78.0,0,0.0,16.0,16.0
4,Dresses,2025-07-07,2025-07-13,416,367,0,334.0,82.0,1,82.0,55.0,137.0
4,Dresses,2025-07-14,2025-07-20,344,91,0,416.0,-72.0,0,0.0,32.0,32.0
4,Dresses,2025-07-21,2025-07-27,299,111,0,344.0,-45.0,0,0.0,0.0,0.0
4,Dresses,2025-07-28,2025-08-03,285,155,0,299.0,-14.0,0,0.0,0.0,0.0
4,Dresses,2025-08-04,2025-08-08,38,382,0,285.0,-247.0,0,0.0,0.0,0.0
4,Dresses,2025-08-11,2025-08-17,336,422,0,38.0,298.0,1,298.0,0.0,298.0
4,Dresses,2025-08-18,2025-08-24,337,330,0,336.0,1.0,1,1.0,0.0,1.0
4,Dresses,2025-08-25,2025-08-31,136,296,0,337.0,-201.0,0,0.0,16.0,16.0
4,Dresses,2025-09-01,2025-09-07,215,142,1,136.0,79.0,1,79.0,0.0,79.0
4,Dresses,2025-09-08,2025-09-08,416,440,0,215.0,201.0,1,201.0,0.0,201.0
4,Dresses,2025-09-29,2025-10-05,99,133,0,416.0,-317.0,0,0.0,2.0,2.0
4,Dresses,2025-10-06,2025-10-08,352,316,0,99.0,253.0,1,253.0,0.0,253.0
4,Dresses,2025-10-27,2025-11-02,180,113,0,352.0,-172.0,0,0.0,51.0,51.0
4,Dresses,2025-11-03,2025-11-08,410,87,0,180.0,230.0,1,230.0,0.0,230.0
4,Dresses,2025-12-01,2025-12-07,295,215,0,410.0,-115.0,0,0.0,41.0,41.0
4,Dresses,2025-12-08,2025-12-08,266,281,0,295.0,-29.0,0,0.0,19.0,19.0
4,Jackets,2024-01-08,2024-01-12,405,269,0,0.0,405.0,1,405.0,0.0,405.0
4,Jackets,2024-02-05,2024-02-11,328,106,0,405.0,-77.0,0,0.0,0.0,0.0
4,Jackets,2024-02-12,2024-02-12,397,457,0,328.0,69.0,1,69.0,0.0,69.0
4,Jackets,2024-03-04,2024-03-10,220,295,0,397.0,-177.0,0,0.0,48.0,48.0
4,Jackets,2024-03-11,2024-03-12,174,237,0,220.0,-46.0,0,0.0,5.0,5.0
4,Jackets,2024-04-08,2024-04-12,80,333,0,174.0,-94.0,0,0.0,0.0,0.0
4,Jackets,2024-05-06,2024-05-12,322,324,0,80.0,242.0,1,242.0,24.0,266.0
4,Jackets,2024-06-03,2024-06-09,61,106,0,322.0,-261.0,0,0.0,0.0,0.0
4,Jackets,2024-06-10,2024-06-12,335,189,0,61.0,274.0,1,274.0,0.0,274.0
4,Jackets,2024-07-08,2024-07-12,269,212,0,335.0,-66.0,0,0.0,0.0,0.0
4,Jackets,2024-08-05,2024-08-11,256,337,0,269.0,-13.0,0,0.0,0.0,0.0
4,Jackets,2024-08-12,2024-08-12,180,205,0,256.0,-76.0,0,0.0,0.0,0.0
4,Jackets,2024-09-09,2024-09-15,107,271,0,180.0,-73.0,0,0.0,24.0,24.0
4,Jackets,2024-09-16,2024-09-22,214,464,0,107.0,107.0,1,107.0,51.0,158.0
4,Jackets,2024-09-23,2024-09-29,158,56,0,214.0,-56.0,0,0.0,14.0,14.0
4,Jackets,2024-09-30,2024-09-30,162,229,0,158.0,4.0,1,4.0,0.0,4.0
4,Jackets,2024-10-07,2024-10-13,254,271,0,162.0,92.0,1,92.0,28.0,120.0
4,Jackets,2024-10-14,2024-10-20,219,411,0,254.0,-35.0,0,0.0,33.0,33.0
4,Jackets,2024-10-21,2024-10-27,468,448,1,219.0,249.0,1,249.0,33.0,282.0
4,Jackets,2024-10-28,2024-10-31,238,146,0,468.0,-230.0,0,0.0,0.0,0.0
4,Jackets,2024-11-04,2024-11-10,42,60,0,238.0,-196.0,0,0.0,23.0,23.0
4,Jackets,2024-11-11,2024-11-17,287,354,0,42.0,245.0,1,245.0,133.0,378.0
4,Jackets,2024-11-18,2024-11-24,415,288,0,287.0,128.0,1,128.0,0.0,128.0
4,Jackets,2024-11-25,2024-11-30,236,57,0,415.0,-179.0,0,0.0,14.0,14.0
4,Jackets,2024-12-09,2024-12-15,253,313,0,236.0,17.0,1,17.0,44.0,61.0
4,Jackets,2024-12-16,2024-12-22,369,246,0,253.0,116.0,1,116.0,0.0,116.0
4,Jackets,2024-12-23,2024-12-29,457,499,1,369.0,88.0,1,88.0,104.0,192.0
4,Jackets,2024-12-30,2025-01-05,289,110,0,457.0,-168.0,0,0.0,56.0,56.0
4,Jackets,2025-01-06,2025-01-09,147,141,0,289.0,-142.0,0,0.0,0.0,0.0
4,Jackets,2025-01-13,2025-01-19,184,400,0,147.0,37.0,1,37.0,0.0,37.0
4,Jackets,2025-01-20,2025-01-26,247,388,0,184.0,63.0,1,63.0,51.0,114.0
4,Jackets,2025-01-27,2025-02-02,56,340,0,247.0,-191.0,0,0.0,174.0,174.0
4,Jackets,2025-02-03,2025-02-09,441,227,0,56.0,385.0,1,385.0,73.0,458.0
4,Jackets,2025-02-10,2025-02-16,70,145,0,441.0,-371.0,0,0.0,0.0,0.0
4,Jackets,2025-02-17,2025-02-23,248,145,0,70.0,178.0,1,178.0,50.0,228.0
4,Jackets,2025-02-24,2025-03-02,279,417,0,248.0,31.0,1,31.0,143.0,174.0
4,Jackets,2025-03-03,2025-03-09,360,149,0,279.0,81.0,1,81.0,26.0,107.0
4,Jackets,2025-03-10,2025-03-16,109,124,0,360.0,-251.0,0,0.0,43.0,43.0
4,Jackets,2025-03-17,2025-03-23,298,252,0,109.0,189.0,1,189.0,177.0,366.0
4,Jackets,2025-03-24,2025-03-30,251,280,1,298.0,-47.0,0,0.0,0.0,0.0
4,Jackets,2025-03-31,2025-04-06,0,183,1,251.0,-251.0,0,0.0,38.0,38.0
4,Jackets,2025-04-07,2025-04-13,118,452,0,0.0,118.0,1,118.0,0.0,118.0
4,Jackets,2025-04-14,2025-04-20,138,228,0,118.0,20.0,1,20.0,87.0,107.0
4,Jackets,2025-04-21,2025-04-27,247,460,0,138.0,109.0,1,109.0,40.0,149.0
4,Jackets,2025-04-28,2025-05-04,278,262,0,247.0,31.0,1,31.0,86.0,117.0
4,Jackets,2025-05-05,2025-05-08,399,466,0,278.0,121.0,1,121.0,29.0,150.0
4,Jackets,2025-05-12,2025-05-18,213,475,0,399.0,-186.0,0,0.0,0.0,0.0
4,Jackets,2025-05-19,2025-05-25,286,212,0,213.0,73.0,1,73.0,46.0,119.0
4,Jackets,2025-05-26,2025-06-01,231,130,0,286.0,-55.0,0,0.0,103.0,103.0
4,Jackets,2025-06-02,2025-06-08,379,220,0,231.0,148.0,1,148.0,0.0,148.0
4,Jackets,2025-06-09,2025-06-15,103,291,0,379.0,-276.0,0,0.0,78.0,78.0
4,Jackets,2025-06-16,2025-06-22,131,460,0,103.0,28.0,1,28.0,90.0,118.0
4,Jackets,2025-06-23,2025-06-29,58,65,1,131.0,-73.0,0,0.0,32.0,32.0
4,Jackets,2025-06-30,2025-07-06,83,418,0,58.0,25.0,1,25.0,205.0,230.0
4,Jackets,2025-07-07,2025-07-13,23,102,0,83.0,-60.0,0,0.0,0.0,0.0
4,Jackets,2025-07-14,2025-07-20,0,325,1,23.0,-23.0,0,0.0,63.0,63.0
4,Jackets,2025-07-21,2025-07-27,191,110,0,0.0,191.0,1,191.0,90.0,281.0
4,Jackets,2025-07-28,2025-08-03,407,421,0,191.0,216.0,1,216.0,18.0,234.0
4,Jackets,2025-08-04,2025-08-08,372,356,0,407.0,-35.0,0,0.0,0.0,0.0
4,Jackets,2025-08-11,2025-08-17,397,140,0,372.0,25.0,1,25.0,44.0,69.0
4,Jackets,2025-08-18,2025-08-24,231,189,0,397.0,-166.0,0,0.0,0.0,0.0
4,Jackets,2025-08-25,2025-08-31,309,165,0,231.0,78.0,1,78.0,37.0,115.0
4,Jackets,2025-09-01,2025-09-07,198,292,0,309.0,-111.0,0,0.0,77.0,77.0
4,Jackets,2025-09-08,2025-09-08,89,140,0,198.0,-109.0,0,0.0,0.0,0.0
4,Jackets,2025-09-29,2025-10-05,53,158,0,89.0,-36.0,0,0.0,66.0,66.0
4,Jackets,2025-10-06,2025-10-08,119,301,0,53.0,66.0,1,66.0,0.0,66.0
4,Jackets,2025-10-27,2025-11-02,77,233,0,119.0,-42.0,0,0.0,63.0,63.0
4,Jackets,2025-11-03,2025-11-08,366,69,0,77.0,289.0,1,289.0,132.0,421.0
4,Jackets,2025-12-01,2025-12-07,271,361,0,366.0,-95.0,0,0.0,89.0,89.0
4,Jackets,2025-12-08,2025-12-08,136,201,0,271.0,-135.0,0,0.0,0.0,0.0
4,Shirts,2024-01-08,2024-01-12,427,354,0,0.0,427.0,1,427.0,42.0,469.0
4,Shirts,2024-02-05,2024-02-11,386,168,0,427.0,-41.0,0,0.0,0.0,0.0
4,Shirts,2024-02-12,2024-02-12,313,367,0,386.0,-73.0,0,0.0,0.0,0.0
4,Shirts,2024-03-04,2024-03-10,181,201,0,313.0,-132.0,0,0.0,0.0,0.0
4,Shirts,2024-03-11,2024-03-12,459,192,0,181.0,278.0,1,278.0,0.0,278.0
4,Shirts,2024-04-08,2024-04-12,291,164,0,459.0,-168.0,0,0.0,16.0,16.0
4,Shirts,2024-05-06,2024-05-12,69,429,0,291.0,-222.0,0,0.0,0.0,0.0
4,Shirts,2024-06-03,2024-06-09,110,173,0,69.0,41.0,1,41.0,37.0,78.0
4,Shirts,2024-06-10,2024-06-12,361,181,0,110.0,251.0,1,251.0,0.0,251.0
4,Shirts,2024-07-08,2024-07-12,166,332,0,361.0,-195.0,0,0.0,6.0,6.0
4,Shirts,2024-08-05,2024-08-11,176,76,0,166.0,10.0,1,10.0,42.0,52.0
4,Shirts,2024-08-12,2024-08-12,11,88,0,176.0,-165.0,0,0.0,21.0,21.0
4,Shirts,2024-09-09,2024-09-15,138,447,0,11.0,127.0,1,127.0,47.0,174.0
4,Shirts,2024-09-16,2024-09-22,18,426,1,138.0,-120.0,0,0.0,23.0,23.0
4,Shirts,2024-09-23,2024-09-29,381,195,0,18.0,363.0,1,363.0,0.0,363.0
4,Shirts,2024-09-30,2024-09-30,106,156,0,381.0,-275.0,0,0.0,0.0,0.0
4,Shirts,2024-10-07,2024-10-13,265,470,1,106.0,159.0,1,159.0,54.0,213.0
4,Shirts,2024-10-14,2024-10-20,70,495,0,265.0,-195.0,0,0.0,0.0,0.0
4,Shirts,2024-10-21,2024-10-27,198,178,0,70.0,128.0,1,128.0,27.0,155.0
4,Shirts,2024-10-28,2024-10-31,7,207,0,198.0,-191.0,0,0.0,0.0,0.0
4,Shirts,2024-11-04,2024-11-10,185,349,0,7.0,178.0,1,178.0,0.0,178.0
4,Shirts,2024-11-11,2024-11-17,388,122,0,185.0,203.0,1,203.0,0.0,203.0
4,Shirts,2024-11-18,2024-11-24,214,365,0,388.0,-174.0,0,0.0,0.0,0.0
4,Shirts,2024-11-25,2024-11-30,33,259,0,214.0,-181.0,0,0.0,19.0,19.0
4,Shirts,2024-12-09,2024-12-15,395,410,0,33.0,362.0,1,362.0,15.0,377.0
4,Shirts,2024-12-16,2024-12-22,165,354,0,395.0,-230.0,0,0.0,0.0,0.0
4,Shirts,2024-12-23,2024-12-29,308,108,0,165.0,143.0,1,143.0,14.0,157.0
4,Shirts,2024-12-30,2025-01-05,418,146,0,308.0,110.0,1,110.0,7.0,117.0
4,Shirts,2025-01-06,2025-01-09,187,298,0,418.0,-231.0,0,0.0,26.0,26.0
4,Shirts,2025-01-13,2025-01-19,268,129,0,187.0,81.0,1,81.0,33.0,114.0
4,Shirts,2025-01-20,2025-01-26,111,219,0,268.0,-157.0,0,0.0,50.0,50.0
